# **********************************
# * SIMULATIONS ID: CHARACTERS 5-6 *
# **********************************
# The table below defines the meaning of characters 5-6 in the alphanumeric
# identification code, of the simulations already performed in the frame of the
# AdriaClim INTERREG IT-HR project, by ARPA FVG (PP11).
# It is worth to remind that characters 5-6 are reserved to the identification
# number of the area of the domain, which has as object the reality or
# phenomenon to simulate.
# To know how to use this table, read the README file belonging to this
# directory.
# **********************************
ID;Synthetic description;Comments
F1;FVG marine area;Over Trieste Gulf and Marano-Grado Lagoon
