# **********************************
# * SIMULATIONS ID: CHARACTERS 7-8 *
# **********************************
# The table below defines the meaning of characters 7-8 in the alphanumeric
# identification code, of the simulations already performed in the frame of the
# AdriaClim INTERREG IT-HR project, by ARPA FVG (PP11).
# It is worth to remind that characters 7-8 are reserved to the identification
# number of the temporal features of the simulation.
# To know how to use this table, read the README file belonging to this
# directory.
# **********************************
ID;Synthetic description;Comments
00;No emissions;There are no pollutants in the run
