13.147166;45.712864;MG 1
13.143185;45.742416;MG 2
13.186073;45.719418;MG 3
13.184983;45.751705;MG 4
13.243550;45.729668;MG 5
13.256818;45.745323;MG 6
13.358665;45.700111;MG 7
13.353948;45.718582;MG 8
