13.04;45.50;P01
13.22;45.44;P02
13.40;45.38;P03
13.10;45.62;P04
13.16;45.62;P05
13.28;45.68;P06
13.40;45.62;P07
13.58;45.74;P08
13.58;45.68;P09
13.70;45.62;P10
13.64;45.62;P11
13.22;45.68;P12
